iter	Passed	Remaining
1668	33512	66885
1669	33530	66861
1670	33547	66833
1671	33563	66806
1672	33580	66780
1673	33596	66752
1674	33616	66730
1675	33633	66705
1676	33648	66675
1677	33662	66643
1678	33681	66620
1679	33697	66593
1680	33713	66565
1681	33731	66541
1682	33746	66510
1683	33761	66481
1684	33779	66455
1685	33793	66424
1686	33808	66395
1687	33825	66368
1688	33842	66342
1689	33857	66312
1690	33876	66291
1691	33894	66266
1692	33916	66249
1693	33932	66221
1694	33946	66191
1695	33961	66160
1696	33982	66142
1697	33998	66115
1698	34016	66090
1699	34035	66068
1700	34051	66040
1701	34068	66014
1702	34086	65990
1703	34102	65964
1704	34121	65942
1705	34137	65913
1706	34152	65883
1707	34171	65861
1708	34185	65830
1709	34199	65799
1710	34216	65773
1711	34233	65748
1712	34250	65721
1713	34269	65700
1714	34286	65674
1715	34303	65647
1716	34321	65624
1717	34341	65604
1718	34355	65573
1719	34378	65559
1720	34394	65531
1721	34410	65504
1722	34427	65477
1723	34443	65450
1724	34460	65424
1725	34476	65397
1726	34491	65368
1727	34508	65343
1728	34530	65326
1729	34545	65296
1730	34563	65272
1731	34579	65246
1732	34596	65219
1733	34613	65195
1734	34632	65172
1735	34648	65146
1736	34665	65119
1737	34682	65093
1738	34699	65068
1739	34718	65048
1740	34735	65021
1741	34750	64992
1742	34768	64969
1743	34784	64940
1744	34798	64909
1745	34816	64887
1746	34834	64862
1747	34848	64832
1748	34866	64809
1749	34885	64786
1750	34901	64760
1751	34920	64737
1752	34935	64709
1753	34949	64679
1754	34968	64656
1755	34983	64627
1756	34998	64599
1757	35014	64572
1758	35030	64544
1759	35045	64514
1760	35064	64494
1761	35080	64466
1762	35094	64436
1763	35114	64416
1764	35131	64390
1765	35145	64361
1766	35164	64338
1767	35181	64312
1768	35199	64290
1769	35216	64265
1770	35236	64244
1771	35249	64213
1772	35266	64187
1773	35283	64163
1774	35299	64134
1775	35320	64118
1776	35337	64093
1777	35356	64070
1778	35371	64042
1779	35387	64016
1780	35403	63988
1781	35423	63968
1782	35437	63938
1783	35456	63917
1784	35471	63889
1785	35487	63861
1786	35504	63837
1787	35521	63811
1788	35539	63788
1789	35559	63768
1790	35576	63743
1791	35592	63717
1792	35613	63698
1793	35629	63673
1794	35647	63648
1795	35668	63631
1796	35684	63604
1797	35702	63581
1798	35720	63558
1799	35737	63532
1800	35757	63512
1801	35772	63485
1802	35788	63458
1803	35807	63436
1804	35825	63414
1805	35842	63388
1806	35860	63365
1807	35876	63338
1808	35892	63312
1809	35911	63292
1810	35927	63265
1811	35944	63239
1812	35961	63216
1813	35975	63185
1814	35990	63157
1815	36008	63133
1816	36026	63110
1817	36041	63083
1818	36059	63060
1819	36076	63035
1820	36093	63010
1821	36113	62990
1822	36127	62960
1823	36147	62940
1824	36166	62919
1825	36181	62892
1826	36199	62869
1827	36215	62841
1828	36230	62813
1829	36247	62789
1830	36266	62768
1831	36281	62740
1832	36300	62718
1833	36317	62693
1834	36332	62666
1835	36351	62644
1836	36368	62620
1837	36385	62596
1838	36405	62576
1839	36422	62551
1840	36443	62533
1841	36462	62513
1842	36479	62487
1843	36497	62464
1844	36516	62443
1845	36533	62419
1846	36553	62400
1847	36569	62374
1848	36586	62350
1849	36605	62328
1850	36623	62304
1851	36639	62279
1852	36657	62256
1853	36676	62234
1854	36695	62214
1855	36713	62191
1856	36728	62162
1857	36748	62144
1858	36766	62120
1859	36781	62093
1860	36796	62066
1861	36813	62040
1862	36828	62013
1863	36845	61988
1864	36860	61960
1865	36875	61933
1866	36890	61905
1867	36909	61884
1868	36926	61860
1869	36946	61840
1870	36961	61814
1871	36976	61784
1872	36995	61763
1873	37013	61742
1874	37028	61714
1875	37045	61689
1876	37059	61661
1877	37075	61634
1878	37093	61611
1879	37111	61589
1880	37126	61561
1881	37144	61539
1882	37162	61516
1883	37177	61489
1884	37200	61474
1885	37224	61462
1886	37246	61446
1887	37270	61432
1888	37291	61415
1889	37312	61397
1890	37331	61376
1891	37357	61366
1892	37376	61346
1893	37402	61336
1894	37428	61327
1895	37453	61316
1896	37476	61302
1897	37504	61296
1898	37525	61278
1899	37547	61261
1900	37568	61243
1901	37596	61236
1902	37621	61225
1903	37647	61216
1904	37668	61199
1905	37689	61180
1906	37712	61165
1907	37738	61157
1908	37762	61144
1909	37787	61131
1910	37816	61127
1911	37838	61111
1912	37863	61100
1913	37885	61084
1914	37910	61072
1915	37933	61057
1916	37961	61051
1917	37986	61039
1918	38007	61021
1919	38030	61006
1920	38054	60994
1921	38078	60980
1922	38104	60970
1923	38132	60964
1924	38156	60951
1925	38178	60935
1926	38204	60924
1927	38228	60911
1928	38254	60901
1929	38277	60886
1930	38305	60880
1931	38330	60867
1932	38354	60855
1933	38380	60844
1934	38407	60837
1935	38431	60823
1936	38453	60807
1937	38475	60791
1938	38503	60783
1939	38528	60772
1940	38553	60760
1941	38579	60749
1942	38606	60741
1943	38631	60729
1944	38654	60714
1945	38678	60701
1946	38702	60687
1947	38727	60675
1948	38753	60665
1949	38775	60648
1950	38802	60639
1951	38826	60625
1952	38853	60618
1953	38875	60600
1954	38899	60588
1955	38929	60583
1956	38957	60576
1957	38979	60559
1958	39007	60552
1959	39032	60540
1960	39055	60525
1961	39082	60515
1962	39105	60500
1963	39125	60480
1964	39150	60469
1965	39179	60462
1966	39201	60447
1967	39226	60434
1968	39252	60423
1969	39280	60415
1970	39305	60404
1971	39329	60389
1972	39354	60378
1973	39378	60363
1974	39404	60353
1975	39426	60337
1976	39449	60321
1977	39474	60310
1978	39496	60292
1979	39524	60284
1980	39552	60276
1981	39574	60259
1982	39600	60248
1983	39623	60234
1984	39646	60218
1985	39671	60207
1986	39698	60197
1987	39719	60178
1988	39744	60166
1989	39767	60150
1990	39793	60140
1991	39814	60122
1992	39839	60109
1993	39864	60097
1994	39890	60085
1995	39911	60067
1996	39934	60051
1997	39959	60039
1998	39986	60029
1999	40011	60017
2000	40035	60002
2001	40059	59989
2002	40091	59987
2003	40115	59972
2004	40137	59956
2005	40163	59944
2006	40188	59932
2007	40210	59915
2008	40232	59897
2009	40254	59881
2010	40276	59863
2011	40298	59847
2012	40319	59828
2013	40342	59812
2014	40365	59796
2015	40395	59791
2016	40415	59771
2017	40437	59754
2018	40461	59739
2019	40485	59725
2020	40507	59709
2021	40531	59694
2022	40554	59679
2023	40579	59666
2024	40603	59651
2025	40624	59633
2026	40649	59620
2027	40672	59604
2028	40696	59591
2029	40718	59573
2030	40743	59561
2031	40764	59542
2032	40792	59533
2033	40811	59512
2034	40839	59503
2035	40864	59489
2036	40888	59475
2037	40902	59447
2038	40917	59419
2039	40937	59400
2040	40953	59374
2041	40971	59350
2042	40990	59328
2043	41009	59307
2044	41027	59283
2045	41044	59260
2046	41060	59234
2047	41079	59212
2048	41098	59190
2049	41121	59174
2050	41140	59153
2051	41157	59129
2052	41181	59114
2053	41199	59091
2054	41220	59072
2055	41235	59044
2056	41253	59022
2057	41272	59000
2058	41293	58981
2059	41311	58958
2060	41329	58936
2061	41346	58911
2062	41362	58885
2063	41382	58865
2064	41400	58843
2065	41422	58824
2066	41437	58797
2067	41451	58769
2068	41473	58751
2069	41491	58729
2070	41506	58702
2071	41526	58682
2072	41540	58653
2073	41558	58630
2074	41576	58607
2075	41595	58586
2076	41614	58564
2077	41631	58540
2078	41647	58514
2079	41667	58494
2080	41683	58468
2081	41699	58443
2082	41717	58421
2083	41737	58399
2084	41752	58373
2085	41773	58354
2086	41790	58329
2087	41805	58302
2088	41824	58281
2089	41840	58256
2090	41857	58232
2091	41875	58209
2092	41890	58182
2093	41906	58156
2094	41924	58134
2095	41944	58113
2096	41963	58092
2097	41981	58069
2098	41997	58043
2099	42014	58019
2100	42029	57993
2101	42044	57966
2102	42062	57943
2103	42081	57921
2104	42101	57901
2105	42117	57876
2106	42134	57852
2107	42148	57824
2108	42164	57798
2109	42181	57775
2110	42197	57748
2111	42216	57728
2112	42233	57703
2113	42248	57677
2114	42266	57654
2115	42285	57632
2116	42299	57604
2117	42316	57580
2118	42333	57556
2119	42351	57533
2120	42368	57510
2121	42386	57487
2122	42401	57460
2123	42420	57440
2124	42437	57415
2125	42455	57392
2126	42475	57373
2127	42492	57348
2128	42513	57330
2129	42527	57302
2130	42543	57276
2131	42558	57250
2132	42575	57226
2133	42594	57204
2134	42613	57183
2135	42630	57159
2136	42647	57136
2137	42665	57113
2138	42685	57093
2139	42701	57068
2140	42719	57046
2141	42736	57022
2142	42752	56997
2143	42770	56974
2144	42788	56951
2145	42808	56932
2146	42825	56907
2147	42842	56884
2148	42857	56856
2149	42873	56832
2150	42890	56807
2151	42908	56785
2152	42925	56761
2153	42939	56734
2154	42957	56712
2155	42977	56692
2156	42994	56668
2157	43012	56645
2158	43028	56621
2159	43043	56594
2160	43061	56571
2161	43076	56545
2162	43094	56522
2163	43114	56503
2164	43131	56479
2165	43148	56456
2166	43166	56432
2167	43182	56407
2168	43202	56388
2169	43218	56363
2170	43234	56338
2171	43251	56313
2172	43267	56289
2173	43283	56264
2174	43303	56245
2175	43321	56222
2176	43336	56196
2177	43352	56171
2178	43368	56145
2179	43383	56120
2180	43403	56100
2181	43417	56073
2182	43434	56049
2183	43450	56023
2184	43468	56002
2185	43484	55976
2186	43501	55952
2187	43520	55932
2188	43536	55907
2189	43553	55883
2190	43570	55860
2191	43589	55839
2192	43610	55820
2193	43627	55797
2194	43643	55772
2195	43661	55749
2196	43679	55727
2197	43694	55702
2198	43711	55677
2199	43728	55654
2200	43742	55626
2201	43760	55604
2202	43777	55581
2203	43793	55557
2204	43814	55538
2205	43829	55511
2206	43843	55484
2207	43863	55465
2208	43877	55438
2209	43893	55413
2210	43912	55391
2211	43928	55367
2212	43948	55348
2213	43966	55325
2214	43983	55302
2215	44001	55279
2216	44015	55253
2217	44033	55230
2218	44049	55205
2219	44068	55184
2220	44084	55160
2221	44104	55140
2222	44121	55116
2223	44136	55090
2224	44153	55068
2225	44171	55046
2226	44188	55021
2227	44207	55002
2228	44226	54980
2229	44242	54955
2230	44261	54934
2231	44276	54909
2232	44292	54884
2233	44313	54865
2234	44328	54840
2235	44348	54821
2236	44364	54795
2237	44378	54768
2238	44397	54748
2239	44414	54724
2240	44431	54701
2241	44448	54678
2242	44464	54653
2243	44480	54629
2244	44498	54607
2245	44514	54582
2246	44532	54560
2247	44551	54540
2248	44571	54520
2249	44595	54505
2250	44612	54482
2251	44629	54458
2252	44648	54437
2253	44667	54418
2254	44684	54394
2255	44704	54374
2256	44719	54348
2257	44734	54322
2258	44753	54301
2259	44769	54277
2260	44785	54253
2261	44808	54237
2262	44829	54219
2263	44850	54201
2264	44866	54176
2265	44879	54148
2266	44898	54127
2267	44916	54106
2268	44932	54080
2269	44948	54056
2270	44964	54032
2271	44979	54007
2272	44997	53984
2273	45013	53960
2274	45029	53936
2275	45050	53917
2276	45065	53892
2277	45084	53871
2278	45101	53848
2279	45119	53826
2280	45137	53805
2281	45155	53783
2282	45172	53760
2283	45193	53741
2284	45209	53717
2285	45225	53692
2286	45243	53671
2287	45261	53648
2288	45276	53624
2289	45293	53600
2290	45311	53578
2291	45330	53558
2292	45350	53538
2293	45366	53514
2294	45382	53490
2295	45400	53467
2296	45413	53440
2297	45430	53417
2298	45448	53395
2299	45466	53373
2300	45482	53348
2301	45503	53330
2302	45517	53304
2303	45539	53287
2304	45555	53263
2305	45575	53243
2306	45594	53223
2307	45610	53199
2308	45628	53177
2309	45648	53157
2310	45666	53135
2311	45681	53110
2312	45701	53091
2313	45718	53068
2314	45736	53046
2315	45752	53022
2316	45770	53000
2317	45788	52979
2318	45805	52955
2319	45821	52931
2320	45836	52906
2321	45856	52886
2322	45876	52867
2323	45905	52858
2324	45929	52843
2325	45953	52828
2326	45976	52812
2327	45998	52795
2328	46024	52783
2329	46050	52770
2330	46072	52752
2331	46100	52742
2332	46123	52726
2333	46154	52719
2334	46175	52701
2335	46201	52689
2336	46226	52674
2337	46249	52659
2338	46275	52646
2339	46304	52636
2340	46326	52619
2341	46349	52603
2342	46370	52585
2343	46394	52569
2344	46418	52554
2345	46446	52544
2346	46466	52524
2347	46490	52510
2348	46511	52491
2349	46537	52478
2350	46559	52461
2351	46588	52451
2352	46615	52440
2353	46638	52424
2354	46666	52412
2355	46692	52400
2356	46718	52387
2357	46742	52371
2358	46764	52355
2359	46791	52342
2360	46813	52326
2361	46837	52310
2362	46859	52292
2363	46884	52279
2364	46910	52265
2365	46934	52250
2366	46954	52231
2367	46979	52217
2368	47002	52200
2369	47023	52182
2370	47047	52167
2371	47069	52149
2372	47093	52134
2373	47114	52115
2374	47139	52101
2375	47162	52084
2376	47187	52070
2377	47209	52053
2378	47234	52039
2379	47257	52023
2380	47284	52010
2381	47305	51992
2382	47332	51980
2383	47358	51966
2384	47379	51948
2385	47401	51931
2386	47421	51911
2387	47447	51897
2388	47473	51885
2389	47496	51868
2390	47521	51854
2391	47547	51840
2392	47567	51820
2393	47598	51813
2394	47620	51795
2395	47642	51778
2396	47667	51764
2397	47691	51749
2398	47721	51739
2399	47745	51724
2400	47771	51710
2401	47794	51694
2402	47822	51683
2403	47847	51669
2404	47874	51656
2405	47896	51638
2406	47917	51620
2407	47943	51606
2408	47969	51593
2409	47993	51577
2410	48018	51563
2411	48044	51550
2412	48065	51531
2413	48091	51518
2414	48116	51503
2415	48141	51489
2416	48164	51472
2417	48194	51463
2418	48215	51444
2419	48242	51432
2420	48269	51419
2421	48294	51404
2422	48321	51392
2423	48343	51375
2424	48365	51357
2425	48389	51341
2426	48415	51327
2427	48443	51316
2428	48462	51295
2429	48489	51282
2430	48513	51266
2431	48536	51250
2432	48559	51234
2433	48587	51222
2434	48609	51205
2435	48640	51195
2436	48663	51179
2437	48688	51165
2438	48710	51147
2439	48737	51134
2440	48762	51119
2441	48791	51108
2442	48815	51092
2443	48841	51079
2444	48862	51061
2445	48892	51050
2446	48912	51031
2447	48938	51017
2448	48959	50999
2449	48986	50986
2450	49010	50969
2451	49033	50952
2452	49055	50935
2453	49084	50924
2454	49106	50906
2455	49130	50891
2456	49154	50874
2457	49178	50859
2458	49198	50839
2459	49223	50824
2460	49246	50807
2461	49273	50794
2462	49295	50776
2463	49317	50758
2464	49340	50741
2465	49361	50722
2466	49389	50710
2467	49418	50699
2468	49442	50684
2469	49466	50668
2470	49482	50644
2471	49499	50620
2472	49519	50600
2473	49534	50575
2474	49551	50552
2475	49570	50531
2476	49589	50510
2477	49604	50484
2478	49622	50463
2479	49641	50442
2480	49656	50417
2481	49676	50396
2482	49692	50372
2483	49710	50350
2484	49730	50331
2485	49748	50308
2486	49766	50286
2487	49784	50264
2488	49801	50241
2489	49820	50220
2490	49838	50198
2491	49854	50174
2492	49871	50151
2493	49889	50129
2494	49904	50104
2495	49921	50081
2496	49936	50056
2497	49953	50033
2498	49973	50013
2499	49990	49990
2500	50009	49969
2501	50027	49947
2502	50044	49924
2503	50061	49901
2504	50081	49881
2505	50098	49859
2506	50117	49837
2507	50132	49812
2508	50148	49789
2509	50168	49768
2510	50185	49745
2511	50202	49722
2512	50221	49702
2513	50238	49678
2514	50253	49653
2515	50270	49630
2516	50287	49607
2517	50302	49583
2518	50323	49563
2519	50338	49538
2520	50352	49514
2521	50371	49492
2522	50387	49469
2523	50402	49444
2524	50419	49420
2525	50433	49395
2526	50448	49370
2527	50467	49350
2528	50483	49325
2529	50497	49299
2530	50516	49278
2531	50533	49255
2532	50548	49231
2533	50566	49209
2534	50582	49185
2535	50598	49162
2536	50616	49140
2537	50632	49116
2538	50648	49092
2539	50665	49069
2540	50683	49048
2541	50698	49023
2542	50718	49003
2543	50737	48981
2544	50754	48959
2545	50773	48938
2546	50787	48912
2547	50807	48893
2548	50821	48867
2549	50836	48842
2550	50854	48820
2551	50871	48798
2552	50886	48773
2553	50903	48751
2554	50919	48726
2555	50937	48705
2556	50951	48679
2557	50968	48657
2558	50982	48631
2559	51001	48610
2560	51021	48590
2561	51036	48566
2562	51054	48544
2563	51073	48523
2564	51089	48499
2565	51108	48479
2566	51123	48455
2567	51139	48430
2568	51156	48408
2569	51171	48384
2570	51187	48360
2571	51202	48335
2572	51217	48311
2573	51233	48287
2574	51250	48264
2575	51266	48241
2576	51283	48219
2577	51301	48197
2578	51320	48176
2579	51336	48152
2580	51352	48129
2581	51368	48105
2582	51384	48082
2583	51400	48058
2584	51415	48034
2585	51433	48012
2586	51450	47990
2587	51468	47968
2588	51486	47946
2589	51506	47926
2590	51520	47901
2591	51536	47877
2592	51554	47856
2593	51570	47833
2594	51587	47810
2595	51604	47787
2596	51623	47767
2597	51639	47743
2598	51657	47722
2599	51674	47699
2600	51687	47673
2601	51709	47655
2602	51725	47631
2603	51742	47609
2604	51761	47588
2605	51776	47564
2606	51792	47541
2607	51809	47518
2608	51826	47496
2609	51848	47477
2610	51863	47454
2611	51880	47431
2612	51899	47410
2613	51914	47386
2614	51928	47361
2615	51945	47338
2616	51963	47317
2617	51978	47293
2618	51997	47272
2619	52014	47249
2620	52028	47224
2621	52045	47202
2622	52059	47176
2623	52079	47157
2624	52094	47133
2625	52112	47111
2626	52126	47086
2627	52140	47061
2628	52158	47039
2629	52171	47013
2630	52189	46992
2631	52209	46972
2632	52226	46950
2633	52242	46927
2634	52258	46903
2635	52273	46879
2636	52288	46855
2637	52305	46833
2638	52321	46809
2639	52335	46784
2640	52353	46762
2641	52367	46738
2642	52385	46717
2643	52402	46694
2644	52417	46670
2645	52431	46645
2646	52447	46622
2647	52464	46600
2648	52479	46576
2649	52497	46554
2650	52511	46529
2651	52527	46505
2652	52545	46484
2653	52562	46462
2654	52582	46442
2655	52600	46421
2656	52615	46397
2657	52632	46375
2658	52649	46353
2659	52666	46330
2660	52682	46307
2661	52703	46288
2662	52718	46264
2663	52734	46241
2664	52751	46219
2665	52767	46195
2666	52781	46171
2667	52799	46149
2668	52817	46128
2669	52833	46105
2670	52852	46085
2671	52868	46061
2672	52885	46039
2673	52900	46016
2674	52917	45993
2675	52932	45969
2676	52948	45947
2677	52965	45924
2678	52979	45900
2679	52998	45879
2680	53012	45854
2681	53029	45832
2682	53049	45812
2683	53065	45789
2684	53082	45767
2685	53102	45748
2686	53118	45725
2687	53137	45704
2688	53153	45681
2689	53171	45659
2690	53189	45638
2691	53204	45615
2692	53220	45592
2693	53239	45571
2694	53257	45550
2695	53273	45527
2696	53291	45506
2697	53307	45482
2698	53322	45459
2699	53340	45438
2700	53356	45414
2701	53369	45389
2702	53386	45367
2703	53404	45346
2704	53419	45322
2705	53437	45301
2706	53453	45278
2707	53468	45254
2708	53486	45233
2709	53503	45211
2710	53518	45187
2711	53536	45166
2712	53553	45144
2713	53567	45120
2714	53589	45102
2715	53605	45079
2716	53619	45054
2717	53637	45033
2718	53655	45012
2719	53670	44988
2720	53686	44965
2721	53703	44943
2722	53720	44921
2723	53742	44903
2724	53765	44887
2725	53785	44867
2726	53806	44848
2727	53825	44828
2728	53849	44811
2729	53868	44792
2730	53892	44775
2731	53918	44761
2732	53941	44744
2733	53962	44725
2734	53978	44702
2735	54001	44685
2736	54018	44663
2737	54040	44645
2738	54060	44625
2739	54077	44604
2740	54095	44583
2741	54113	44561
2742	54130	44539
2743	54150	44520
2744	54167	44498
2745	54188	44479
2746	54209	44460
2747	54228	44440
2748	54249	44422
2749	54265	44399
2750	54286	44380
2751	54305	44360
2752	54320	44336
2753	54336	44313
2754	54357	44295
2755	54373	44272
2756	54395	44254
2757	54412	44232
2758	54432	44212
2759	54458	44198
2760	54488	44186
2761	54513	44171
2762	54538	44156
2763	54565	44141
2764	54589	44125
2765	54616	44111
2766	54647	44101
2767	54667	44081
2768	54696	44069
2769	54722	44054
2770	54745	44037
2771	54764	44017
2772	54789	44001
2773	54812	43984
2774	54839	43970
2775	54861	43952
2776	54890	43939
2777	54910	43920
2778	54937	43906
2779	54961	43890
2780	54984	43873
2781	55008	43856
2782	55033	43840
2783	55053	43820
2784	55072	43800
2785	55095	43783
2786	55117	43765
2787	55142	43749
2788	55167	43734
2789	55193	43719
2790	55217	43702
2791	55243	43688
2792	55266	43670
2793	55292	43656
2794	55313	43637
2795	55336	43619
2796	55358	43602
2797	55384	43587
2798	55405	43568
2799	55427	43549
2800	55449	43531
2801	55472	43514
2802	55496	43498
2803	55516	43478
2804	55542	43463
2805	55565	43446
2806	55598	43436
2807	55627	43424
2808	55653	43409
2809	55680	43394
2810	55706	43380
2811	55731	43364
2812	55752	43345
2813	55781	43332
2814	55803	43314
2815	55828	43298
2816	55850	43280
2817	55873	43263
2818	55895	43245
2819	55922	43230
2820	55942	43211
2821	55972	43198
2822	55993	43180
2823	56012	43159
2824	56043	43148
2825	56065	43129
2826	56092	43115
2827	56112	43096
2828	56136	43079
2829	56160	43062
2830	56182	43044
2831	56207	43028
2832	56230	43011
2833	56256	42996
2834	56278	42978
2835	56302	42961
2836	56329	42947
2837	56355	42932
2838	56383	42918
2839	56407	42901
2840	56436	42888
2841	56459	42870
2842	56483	42854
2843	56507	42837
2844	56534	42823
2845	56559	42806
2846	56591	42796
2847	56613	42777
2848	56638	42761
2849	56662	42745
2850	56688	42730
2851	56717	42717
2852	56740	42699
2853	56768	42685
2854	56793	42670
2855	56826	42659
2856	56849	42642
2857	56876	42627
2858	56896	42608
2859	56924	42593
2860	56949	42578
2861	56973	42561
2862	56996	42543
2863	57022	42527
2864	57043	42509
2865	57073	42496
2866	57097	42479
2867	57122	42463
2868	57145	42445
2869	57170	42429
2870	57194	42412
2871	57221	42398
2872	57243	42379
2873	57267	42362
2874	57295	42348
2875	57328	42338
2876	57350	42319
2877	57373	42302
2878	57398	42286
2879	57426	42272
2880	57448	42253
2881	57476	42239
2882	57501	42223
2883	57523	42204
2884	57549	42189
2885	57575	42173
2886	57598	42156
2887	57626	42142
2888	57652	42126
2889	57676	42109
2890	57696	42090
2891	57721	42073
2892	57745	42056
2893	57769	42039
2894	57795	42024
2895	57822	42008
2896	57843	41989
2897	57870	41975
2898	57895	41958
2899	57923	41944
2900	57948	41928
2901	57971	41910
2902	57994	41892
2903	58019	41876
2904	58042	41858
2905	58071	41845
2906	58095	41827
2907	58118	41810
2908	58139	41791
2909	58158	41770
2910	58176	41748
2911	58193	41726
2912	58216	41708
2913	58231	41685
2914	58247	41662
2915	58265	41641
2916	58283	41619
2917	58300	41597
2918	58318	41576
2919	58335	41554
2920	58351	41530
2921	58373	41512
2922	58389	41490
2923	58408	41469
2924	58427	41448
2925	58442	41425
2926	58460	41403
2927	58480	41383
2928	58497	41361
2929	58514	41339
2930	58531	41317
2931	58547	41294
2932	58569	41276
2933	58587	41255
2934	58606	41234
2935	58625	41213
2936	58643	41191
2937	58661	41170
2938	58678	41148
2939	58696	41127
2940	58714	41106
2941	58729	41082
2942	58746	41060
2943	58765	41040
2944	58782	41018
2945	58800	40996
2946	58817	40974
2947	58838	40955
2948	58858	40935
2949	58874	40913
2950	58894	40893
2951	58912	40871
2952	58928	40849
2953	58947	40828
2954	58969	40809
2955	58987	40788
2956	59006	40767
2957	59023	40745
2958	59040	40724
2959	59061	40704
2960	59079	40683
2961	59095	40660
2962	59114	40640
2963	59133	40619
2964	59152	40598
2965	59169	40576
2966	59185	40553
2967	59205	40534
2968	59222	40512
2969	59240	40490
2970	59257	40468
2971	59274	40447
2972	59287	40422
2973	59306	40401
2974	59317	40375
2975	59332	40352
2976	59346	40328
2977	59362	40306
2978	59378	40283
2979	59395	40261
2980	59415	40241
2981	59428	40217
2982	59446	40195
2983	59462	40173
2984	59476	40149
2985	59492	40126
2986	59511	40105
2987	59527	40083
2988	59540	40058
2989	59557	40037
2990	59577	40017
2991	59597	39996
2992	59615	39976
2993	59632	39954
2994	59650	39933
2995	59665	39910
2996	59681	39886
2997	59699	39866
2998	59715	39843
2999	59732	39821
3000	59748	39799
3001	59768	39779
3002	59783	39756
3003	59804	39737
3004	59821	39715
3005	59836	39691
3006	59855	39671
3007	59871	39648
3008	59888	39626
3009	59905	39605
3010	59921	39582
3011	59945	39565
3012	59962	39543
3013	59980	39522
3014	59999	39502
3015	60014	39478
3016	60030	39456
3017	60048	39435
3018	60066	39414
3019	60081	39391
3020	60099	39370
3021	60115	39347
3022	60131	39324
3023	60150	39304
3024	60166	39281
3025	60182	39259
3026	60199	39238
3027	60216	39216
3028	60230	39192
3029	60249	39172
3030	60266	39150
3031	60281	39127
3032	60300	39106
3033	60317	39084
3034	60332	39061
3035	60349	39040
3036	60367	39019
3037	60383	38996
3038	60401	38975
3039	60415	38952
3040	60430	38929
3041	60449	38908
3042	60465	38886
3043	60479	38862
3044	60499	38843
3045	60515	38820
3046	60530	38797
3047	60549	38776
3048	60569	38757
3049	60585	38734
3050	60604	38714
3051	60621	38692
3052	60638	38671
3053	60655	38649
3054	60670	38626
3055	60685	38603
3056	60704	38583
3057	60719	38560
3058	60735	38538
3059	60752	38516
3060	60769	38494
3061	60783	38471
3062	60801	38449
3063	60815	38426
3064	60832	38404
3065	60850	38383
3066	60865	38360
3067	60881	38338
3068	60902	38319
3069	60919	38297
3070	60936	38276
3071	60952	38254
3072	60968	38231
3073	60987	38211
3074	61003	38189
3075	61019	38167
3076	61040	38148
3077	61055	38125
3078	61074	38104
3079	61092	38083
3080	61108	38061
3081	61124	38039
3082	61142	38017
3083	61158	37996
3084	61174	37973
3085	61190	37951
3086	61207	37930
3087	61223	37907
3088	61241	37887
3089	61259	37866
3090	61274	37843
3091	61291	37821
3092	61311	37801
3093	61325	37778
3094	61344	37758
3095	61365	37738
3096	61388	37720
3097	61406	37699
3098	61423	37678
3099	61440	37657
3100	61456	37635
3101	61474	37613
3102	61493	37593
3103	61508	37570
3104	61523	37547
3105	61541	37527
3106	61560	37507
3107	61578	37485
3108	61595	37464
3109	61613	37443
3110	61629	37421
3111	61646	37400
3112	61664	37378
3113	61680	37356
3114	61698	37336
3115	61711	37311
3116	61724	37288
3117	61741	37266
3118	61758	37244
3119	61774	37223
3120	61793	37202
3121	61808	37180
3122	61825	37158
3123	61842	37137
3124	61859	37115
3125	61876	37094
3126	61894	37073
3127	61911	37051
3128	61928	37030
3129	61945	37009
3130	61964	36988
3131	61984	36968
3132	62001	36947
3133	62015	36924
3134	62034	36904
3135	62052	36883
3136	62066	36860
3137	62086	36840
3138	62105	36819
3139	62120	36797
3140	62139	36777
3141	62156	36755
3142	62172	36733
3143	62188	36712
3144	62207	36691
3145	62224	36670
3146	62242	36649
3147	62258	36627
3148	62273	36604
3149	62291	36583
3150	62308	36562
3151	62323	36540
3152	62342	36519
3153	62355	36496
3154	62372	36474
3155	62390	36453
3156	62405	36431
3157	62420	36408
3158	62436	36386
3159	62453	36365
3160	62468	36342
3161	62486	36321
3162	62503	36300
3163	62519	36278
3164	62537	36257
3165	62553	36235
3166	62571	36215
3167	62589	36194
3168	62605	36172
3169	62621	36150
3170	62639	36130
3171	62656	36108
3172	62670	36085
3173	62687	36063
3174	62703	36042
3175	62721	36021
3176	62739	36000
3177	62753	35977
3178	62770	35956
3179	62790	35936
3180	62809	35916
3181	62825	35894
3182	62843	35874
3183	62859	35852
3184	62875	35830
3185	62892	35808
3186	62907	35786
3187	62925	35765
3188	62942	35744
3189	62957	35722
3190	62976	35701
3191	62991	35679
3192	63004	35656
3193	63021	35634
3194	63038	35613
3195	63056	35592
3196	63074	35571
3197	63092	35551
3198	63113	35532
3199	63135	35513
3200	63159	35496
3201	63188	35481
3202	63208	35462
3203	63230	35443
3204	63253	35426
3205	63278	35408
3206	63301	35391
3207	63328	35375
3208	63358	35361
3209	63381	35343
3210	63402	35324
3211	63430	35309
3212	63452	35290
3213	63475	35273
3214	63498	35255
3215	63524	35238
3216	63549	35221
3217	63575	35205
3218	63602	35189
3219	63629	35173
3220	63655	35157
3221	63685	35143
